symbol,name,price,marketCap,volume,industry
RTX,RTX Corporation Common Stock,191.78,258266947822.0,3780461,Industrials
LIN,Linde plc Ordinary Shares,533.55,246819984033.0,3087476,Basic Materials
C,Citigroup Inc. Common Stock,140.13,239002498704.0,13702850,Finance
MRVL,Marvell Technology Inc. Common Stock,272.05,237989340000.0,33822739,Technology
AXP,American Express Company Common Stock,348.0,237449602164.0,2918029,Finance
APH,Amphenol Corporation Common Stock,172.22,211870976118.0,8011463,Technology
ANET,Arista Networks Inc. Common Stock,166.62,209808336046.0,9098200,Telecommunications
WDC,Western Digital Corporation Common Stock,598.37,206247446726.0,7934227,Technology
STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),915.19,205212131188.0,3599843,Technology
CRWD,CrowdStrike Holdings Inc. Class A Common Stock,772.74,196712419007.0,2685075,Technology
AMGN,Amgen Inc. Common Stock,361.33,195012790644.0,2244793,Health Care
PEP,PepsiCo Inc. Common Stock,141.16,192933015345.0,9391716,Consumer Staples
QCOM,QUALCOMM Incorporated Common Stock,181.92,191743680000.0,23313203,Technology
MCD,McDonald's Corporation Common Stock,269.43,191431593590.0,3902065,Consumer Discretionary
TMO,Thermo Fisher Scientific Inc Common Stock,513.33,190764446628.0,2220029,Industrials
GLW,Corning Incorporated Common Stock,220.63,189882523330.0,22393554,Industrials
APP,Applovin Corporation Class A Common Stock,564.61,189675083400.0,5920092,Technology
ADI,Analog Devices Inc. Common Stock,388.98,189467116819.0,5750949,Technology
TMUS,T-Mobile US Inc. Common Stock,173.06,187286348324.0,5941097,Telecommunications
NEE,NextEra Energy Inc. Common Stock,86.37,180110941555.0,9709226,Technology
VZ,Verizon Communications Inc. Common Stock,41.99,175331718631.0,57139703,Telecommunications
BA,Boeing Company (The) Common Stock,218.58,172307123510.0,4205554,Industrials
DE,Deere & Company Common Stock,627.63,169420826053.0,1637019,Industrials
TJX,TJX Companies Inc. (The) Common Stock,151.35,167197017902.0,5047693,Consumer Discretionary
SCHW,Charles Schwab Corporation (The) Common Stock,95.78,166574398860.0,10685420,Finance
DIS,Walt Disney Company (The) Common Stock,95.71,166201508391.0,11590501,Consumer Discretionary
UNP,Union Pacific Corporation Common Stock,277.73,164891970646.0,2223539,Industrials
WELL,Welltower Inc. Common Stock,230.19,162494447246.0,2735922,Real Estate
ABT,Abbott Laboratories Common Stock,92.18,160560269705.0,13935853,Health Care
ETN,Eaton Corporation PLC Ordinary Shares,412.31,160099973000.0,2379954,Technology
IBKR,Interactive Brokers Group Inc. Class A Common Stock,93.25,158184986442.0,7441917,Finance
GILD,Gilead Sciences Inc. Common Stock,125.97,156400557028.0,6654936,Health Care
BLK,BlackRock Inc. Common Stock,980.38,152188298136.0,969313,Finance
UBER,Uber Technologies Inc. Common Stock,72.66,147906624285.0,12648134,Consumer Discretionary
ISRG,Intuitive Surgical Inc. Common Stock,402.38,142508044364.0,1939314,Health Care
T,AT&T Inc.,20.48,142301979341.0,137694442,Telecommunications
BKNG,Booking Holdings Inc. Common Stock,182.64,141523797551.0,7101138,Consumer Discretionary
DHR,Danaher Corporation Common Stock,193.72,137109325862.0,4515634,Industrials
CB,Chubb Limited  Common Stock,351.73,136422035083.0,2375331,Finance
PFE,Pfizer Inc. Common Stock,23.88,136102726756.0,49385299,Health Care
CVS,CVS Health Corporation Common Stock,104.81,133729941047.0,7508410,Consumer Staples
CRM,Salesforce Inc. Common Stock,163.23,133685370000.0,14164655,Technology
PGR,Progressive Corporation (The) Common Stock,225.3,131651005339.0,3622280,Finance
PLD,Prologis Inc. Common Stock,136.8,127543838400.0,3140501,Real Estate
VRTX,Vertex Pharmaceuticals Incorporated Common Stock,498.01,126397635720.0,1444536,Health Care
COF,Capital One Financial Corporation Common Stock,204.82,126173110098.0,3358711,Finance
COP,ConocoPhillips Common Stock,103.22,125752307403.0,5744563,Energy
LOW,Lowe's Companies Inc. Common Stock,221.92,124432106539.0,2864708,Consumer Discretionary
SPGI,S&P Global Inc. Common Stock,414.97,122831120000.0,3956775,Finance
PH,Parker-Hannifin Corporation Common Stock,963.81,121523322582.0,579589,Industrials
LMT,Lockheed Martin Corporation Common Stock,521.82,120312701927.0,1277988,Industrials
SYK,Stryker Corporation Common Stock,313.39,120141429203.0,2917822,Health Care
VRT,Vertiv Holdings LLC Class A Common Stock,311.42,119619167479.0,6259826,Technology
MO,Altria Group Inc.,71.54,119464018952.0,6425305,Health Care
SBUX,Starbucks Corporation Common Stock,103.39,117833583000.0,7464088,Consumer Discretionary
FTNT,Fortinet Inc. Common Stock,158.98,116476441201.0,4734376,Technology
BMY,Bristol-Myers Squibb Company Common Stock,56.44,115254501181.0,11201806,Health Care
NOW,ServiceNow Inc. Common Stock,105.8,109079800000.0,26458625,Technology
SO,Southern Company (The) Common Stock,95.12,107325781754.0,4678556,Utilities
TT,Trane Technologies plc,484.58,107119063045.0,1087760,Industrials
HWM,Howmet Aerospace Inc. Common Stock,267.41,106992742029.0,2758744,Industrials
CDNS,Cadence Design Systems Inc. Common Stock,377.73,104183977680.0,1693368,Technology
PWR,Quanta Services Inc. Common Stock,691.4,103751587019.0,1240847,Industrials
MDT,Medtronic plc. Ordinary Shares,79.2,101379579048.0,7640513,Health Care
PNC,PNC Financial Services Group Inc. (The) Common Stock,251.62,101041692704.0,2220792,Finance
BNY,The Bank of New York Mellon Corporation Common Stock,146.02,100225068151.0,2899253,Finance
EQIX,Equinix Inc. Common Stock REIT,1013.62,99967510258.0,956424,Real Estate
NEM,Newmont Corporation,93.3,99602672881.0,8407440,Basic Materials
GD,General Dynamics Corporation Common Stock,362.86,98128297655.0,1285316,Industrials
DUK,Duke Energy Corporation (Holding Company) Common Stock,125.77,98049816212.0,4257858,Utilities
HOOD,Robinhood Markets Inc. Class A Common Stock,108.65,97839874443.0,28100657,Finance
MAR,Marriott International Class A Common Stock,368.32,97121793623.0,1669533,Consumer Discretionary
USB,U.S. Bancorp Common Stock,61.96,96108088718.0,9392741,Finance
MNST,Monster Beverage Corporation,97.35,95209089509.0,4300914,Consumer Staples
ADP,Automatic Data Processing Inc. Common Stock,235.73,94915355926.0,2988476,Industrials
CMI,Cummins Inc. Common Stock,682.32,94152700195.0,821261,Industrials
DDOG,Datadog Inc. Class A Common Stock,264.48,94144350787.0,3590662,Technology
UPS,United Parcel Service Inc. Common Stock,109.54,93109687802.0,4218817,Industrials
MCK,McKesson Corporation Common Stock,768.06,92323923411.0,1200759,Health Care
ELV,Elevance Health Inc. Common Stock,416.19,90380810932.0,2106548,Health Care
WM,Waste Management Inc. Common Stock,224.08,89985094508.0,1572313,Utilities
CSX,CSX Corporation Common Stock,48.33,89803850910.0,12747072,Industrials
WMB,Williams Companies Inc. (The) Common Stock,72.77,88997583744.0,8557496,Utilities
BX,Blackstone Inc. Common Stock,119.55,88811280927.0,5555897,Finance
ABNB,Airbnb Inc. Class A Common Stock,147.31,88784462207.0,3301225,Consumer Discretionary
JCI,Johnson Controls International plc Ordinary Share,144.8,88344739314.0,9190558,Industrials
ACN,Accenture plc Class A Ordinary Shares (Ireland),131.13,87530613837.0,14977690,Consumer Discretionary
HCA,HCA Healthcare Inc. Common Stock,393.24,87236282952.0,1177299,Health Care
SNPS,Synopsys Inc. Common Stock,454.53,87033097592.0,1543517,Technology
FCX,Freeport-McMoRan Inc. Common Stock,60.53,87015498628.0,15526384,Basic Materials
CEG,Constellation Energy Corporation Common Stock ,236.5,85421449900.0,8689499,Utilities
SHW,Sherwin-Williams Company (The) Common Stock,346.05,85348256647.0,2485579,Consumer Discretionary
CMCSA,Comcast Corporation Class A Common Stock,23.73,84806783483.0,52264382,Telecommunications
ADBE,Adobe Inc. Common Stock,210.98,83864550000.0,5863816,Technology
CME,CME Group Inc. Class A Common Stock,231.0,83705009157.0,5159137,Finance
MMM,3M Company Common Stock,159.96,83429899070.0,2662177,Health Care
KKR,KKR & Co. Inc. Common Stock,92.56,83107119419.0,3505935,Finance
MRSH,Marsh Common Stock,172.14,82936105402.0,2466608,Finance
DASH,DoorDash Inc. Class A Common Stock,188.87,82294195024.0,4221424,Technology
RCL,Royal Caribbean Cruises Ltd. Common Stock,306.3,82148121761.0,2184519,Consumer Discretionary
MCO,Moody's Corporation Common Stock,468.38,81825986000.0,1080570,Finance
VLO,Valero Energy Corporation Common Stock,269.44,80005568782.0,2390563,Energy
ECL,Ecolab Inc. Common Stock,278.37,78343757432.0,1231121,Consumer Discretionary
EMR,Emerson Electric Company Common Stock,139.52,78145152000.0,2160567,Technology
ITW,Illinois Tool Works Inc. Common Stock,268.97,77382669000.0,1408343,Industrials
AMT,American Tower Corporation (REIT) Common Stock,166.08,77375520900.0,4626505,Real Estate
MPC,Marathon Petroleum Corporation Common Stock,264.87,77325256512.0,1872056,Energy
ORLY,O'Reilly Automotive Inc. Common Stock,92.69,76813600673.0,8694237,Consumer Discretionary
MDLZ,Mondelez International Inc. Class A Common Stock,59.35,76184613612.0,12147950,Consumer Staples
HLT,Hilton Worldwide Holdings Inc. Common Stock ,332.12,75606577309.0,2092096,Consumer Discretionary
FDX,FedEx Corporation Common Stock,313.89,74896274641.0,2115355,Consumer Discretionary
CVNA,Carvana Co. Class A Common Stock,67.87,74442241674.0,11595096,Consumer Discretionary
CL,Colgate-Palmolive Company Common Stock,92.76,74225560396.0,4040614,Consumer Discretionary
NOC,Northrop Grumman Corporation Common Stock,519.95,73850305846.0,902808,Industrials
AEP,American Electric Power Company Inc. Common Stock,135.05,73481384572.0,4974853,Utilities
AON,Aon plc Class A Ordinary Shares (Ireland),343.56,73376496598.0,1913702,Finance
CI,The Cigna Group Common Stock,277.07,73293993176.0,2225431,Health Care
TDG,Transdigm Group Incorporated Common Stock,1309.18,73227128192.0,423138,Industrials
INTU,Intuit Inc. Common Stock,267.08,73056261960.0,4807364,Technology
SPG,Simon Property Group Inc. Common Stock,223.0,72316650376.0,2551007,Real Estate
COHR,Coherent Corp. Common Stock,368.65,72122435687.0,4316241,Technology
HONA,Honeywell Aerospace Inc. Common Stock ,227.29,72037235778.0,6510607,Industrials
ICE,Intercontinental Exchange Inc. Common Stock,126.73,71667398491.0,5893586,Finance
NSC,Norfolk Southern Corporation Common Stock,318.99,71643240379.0,1173491,Industrials
TRV,The Travelers Companies Inc. Common Stock,334.62,71155167172.0,1365796,Finance
KMI,Kinder Morgan Inc. Common Stock,31.72,70571473012.0,8380379,Utilities
NXPI,NXP Semiconductors N.V. Common Stock,279.18,70484875835.0,5001301,Technology
CRH,CRH PLC Ordinary Shares,105.19,70407814852.0,5619420,Industrials
HON,Honeywell International Inc. Common Stock,221.75,70256289680.0,6204918,Industrials
PSX,Phillips 66 Common Stock,174.5,69963160990.0,2481464,Energy
CTAS,Cintas Corporation Common Stock,174.23,69715848777.0,1763214,Industrials
URI,United Rentals Inc. Common Stock,1111.76,69647936210.0,311786,Consumer Discretionary
MSI,Motorola Solutions Inc. Common Stock,418.94,69542189123.0,948390,Technology
EOG,EOG Resources Inc. Common Stock,128.59,68490702673.0,2976809,Energy
APO,Apollo Global Management Inc. (New) Common Stock,118.44,68282734240.0,9006851,Finance
APD,Air Products and Chemicals Inc. Common Stock,306.4,68229362190.0,2692522,Basic Materials
GM,General Motors Company Common Stock,75.52,68093755526.0,7661969,Industrials
ROST,Ross Stores Inc. Common Stock,211.9,67973510004.0,2257273,Consumer Discretionary
SLB,SLB Limited Common Shares,45.09,67412149934.0,16049790,Energy
WBD,Warner Bros. Discovery Inc. Series A Common Stock ,26.81,67216334981.0,15341203,Consumer Discretionary
TER,Teradyne Inc. Common Stock,427.34,66896727509.0,5465816,Industrials
RSG,Republic Services Inc. Common Stock,214.71,66058556120.0,1277319,Utilities
FIX,Comfort Systems USA Inc. Common Stock,1865.15,65657801124.0,440579,Industrials
REGN,Regeneron Pharmaceuticals Inc. Common Stock,624.72,65495040071.0,1170659,Health Care
CIEN,Ciena Corporation Common Stock,462.44,65459733250.0,2044711,Utilities
MPWR,Monolithic Power Systems Inc. Common Stock,1331.73,65427894900.0,1515752,Technology
BSX,Boston Scientific Corporation Common Stock,43.06,64002454008.0,25515456,Health Care
PCAR,PACCAR Inc. Common Stock,121.24,63806942404.0,2786385,Consumer Discretionary
NKE,Nike Inc. Common Stock,43.06,63766995641.0,80185759,Consumer Discretionary
TFC,Truist Financial Corporation Common Stock,50.89,63402796305.0,7840756,Finance
GWW,W.W. Grainger Inc. Common Stock,1338.24,63182484371.0,337895,Industrials
ALL,Allstate Corporation (The) Common Stock,243.12,62584176502.0,1670281,Finance
LITE,Lumentum Holdings Inc. Common Stock,801.16,62330248000.0,4202804,Telecommunications
DLR,Digital Realty Trust Inc. Common Stock,176.32,61959918262.0,10161695,Real Estate
AJG,Arthur J. Gallagher & Co. Common Stock,239.67,61571223000.0,3062009,Finance
DAL,Delta Air Lines Inc. Common Stock,93.06,61139893280.0,6114657,Consumer Discretionary
AFL,AFLAC Incorporated Common Stock,118.49,60309621275.0,1942368,Finance
CARR,Carrier Global Corporation Common Stock ,72.07,60239268576.0,3941581,Industrials
SRE,DBA Sempra Common Stock,91.37,59729245229.0,3620237,Utilities
D,Dominion Energy Inc. Common Stock,67.79,59618281769.0,6184043,Utilities
TGT,Target Corporation Common Stock,130.29,59176559982.0,4928849,Consumer Discretionary
TEL,TE Connectivity plc Ordinary Shares,201.44,58799489751.0,2066543,Technology
HPE,Hewlett Packard Enterprise Company Common Stock,43.95,58198744748.0,20470765,Technology
O,Realty Income Corporation Common Stock,61.82,57646688205.0,5705226,Real Estate
KEYS,Keysight Technologies Inc. Common Stock,335.6,57352485501.0,1318293,Industrials
PSA,Public Storage Common Stock,323.04,56708298434.0,613000,Real Estate
FLEX,Flex Ltd. Ordinary Shares,153.53,56251788226.0,4560877,Technology
COR,Cencora Inc. Common Stock,288.42,56115300925.0,1291492,Health Care
MET,MetLife Inc. Common Stock,87.2,56107687129.0,3500276,Finance
CTVA,Corteva Inc. Common Stock ,83.54,55873222800.0,4631689,Consumer Staples
CAH,Cardinal Health Inc. Common Stock,237.72,55675415851.0,1369780,Health Care
TRGP,Targa Resources Inc. Common Stock,257.81,55337344632.0,1600679,Utilities
FAST,Fastenal Company Common Stock,47.75,54818674163.0,6549145,Consumer Discretionary
LHX,L3Harris Technologies Inc. Common Stock,292.23,54440973531.0,1911279,Industrials
F,Ford Motor Company Common Stock,13.64,54351207473.0,44544093,Industrials
AME,AMETEK Inc.,237.13,54350907864.0,994009,Industrials
OKE,ONEOK Inc. Common Stock,85.73,54022540203.0,3177474,Utilities
ROK,Rockwell Automation Inc. Common Stock,482.82,53725289987.0,878324,Industrials
BKR,Baker Hughes Company Class A Common Stock,53.82,53393137273.0,9490742,Consumer Discretionary
EW,Edwards Lifesciences Corporation Common Stock,91.99,52967842000.0,4284315,Health Care
AZO,AutoZone Inc. Common Stock,3218.15,52537441193.0,446975,Consumer Discretionary
FITB,Fifth Third Bancorp Common Stock,57.49,52103850895.0,12255362,Finance
ETR,Entergy Corporation Common Stock,112.86,51677109552.0,3763811,Utilities
VST,Vistra Corp. Common Stock,153.16,51642866799.0,5090076,Utilities
EA,Electronic Arts Inc. Common Stock,205.45,51516892388.0,1725378,Consumer Discretionary
NUE,Nucor Corporation Common Stock,219.02,49879822869.0,1675250,Industrials
XEL,Xcel Energy Inc. Common Stock,79.7,49754283932.0,5842464,Utilities
EBAY,eBay Inc. Common Stock,111.28,49520844222.0,2683555,Consumer Discretionary
HUM,Humana Inc. Common Stock,409.42,49155579330.0,1689387,Health Care
FANG,Diamondback Energy Inc. Common Stock,171.96,48374634552.0,2706534,Energy
MCHP,Microchip Technology Incorporated Common Stock,88.69,48077011432.0,14264070,Technology
AXON,Axon Enterprise Inc. Common Stock,593.96,47874409655.0,1765903,Industrials
OXY,Occidental Petroleum Corporation Common Stock,47.94,47682787566.0,8495678,Energy
EXC,Exelon Corporation Common Stock,46.26,47333608649.0,10056844,Utilities
STT,State Street Corporation Common Stock,169.67,46959062489.0,1144222,Finance
NDAQ,Nasdaq Inc. Common Stock,82.73,46787190219.0,5146694,Finance
TTWO,Take-Two Interactive Software Inc. Common Stock,250.32,46476079082.0,2305257,Consumer Discretionary
DVN,Devon Energy Corporation Common Stock,40.25,46424475057.0,11792620,Energy
XYZ,Block Inc. Class A Common Stock,77.13,45920249155.0,5632155,Technology
GRMN,Garmin Ltd. Common Stock (Switzerland),237.64,45830348794.0,651994,Industrials
KDP,Keurig Dr Pepper Inc. Common Stock,33.37,45401869547.0,17819960,Consumer Staples
ODFL,Old Dominion Freight Line Inc. Common Stock,217.96,45328766963.0,1616448,Industrials
CMG,Chipotle Mexican Grill Inc. Common Stock,35.0,44895690000.0,17006762,Consumer Discretionary
WAB,Westinghouse Air Brake Technologies Corporation Common Stock,264.0,44794819344.0,769744,Industrials
DHI,D.R. Horton Inc. Common Stock,157.06,44539014018.0,2263785,Consumer Discretionary
YUM,Yum! Brands Inc.,161.59,44537630031.0,3026188,Consumer Discretionary
PCG,Pacific Gas & Electric Co. Common Stock,16.57,44407075029.0,16489890,Utilities
UAL,United Airlines Holdings Inc. Common Stock,135.13,43859242475.0,5075610,Consumer Discretionary
VTR,Ventas Inc. Common Stock,89.65,43585115667.0,7452442,Real Estate
LYV,Live Nation Entertainment Inc. Common Stock,183.98,43335949019.0,3150175,Consumer Discretionary
AMP,Ameriprise Financial Inc. Common Stock,479.68,43121833253.0,657661,Finance
IDXX,IDEXX Laboratories Inc. Common Stock,537.58,42405921527.0,663238,Health Care
MSCI,MSCI Inc. Common Stock,582.03,42371784000.0,888368,Consumer Discretionary
ADSK,Autodesk Inc. Common Stock,199.76,42149360000.0,2360259,Technology
BDX,Becton Dickinson and Company Common Stock,152.9,42130131288.0,2131648,Health Care
COIN,Coinbase Global Inc. Class A Common Stock,159.24,41945585793.0,11992359,Finance
ED,Consolidated Edison Inc. Common Stock,110.95,40888370770.0,1907166,Utilities
AIG,American International Group Inc. New Common Stock,76.59,40608494466.0,6967266,Finance
CBRE,CBRE Group Inc Common Stock Class A,138.3,40496532876.0,1433376,Finance
PEG,Public Service Enterprise Group Incorporated Common Stock,80.27,40000258939.0,3461265,Utilities
SYY,Sysco Corporation Common Stock,83.53,39942593246.0,4021260,Consumer Discretionary
JBL,Jabil Inc. Common Stock,375.34,39599354141.0,1190117,Technology
CCL,Carnival Corporation Ltd. Common Shares,28.52,39062392874.0,18553926,Consumer Discretionary
PYPL,PayPal Holdings Inc. Common Stock,44.07,38874389077.0,22969632,Industrials
TKO,TKO Group Holdings Inc. Class A Common Stock,202.43,38689694480.0,1830284,Consumer Discretionary
PRU,Prudential Financial Inc. Common Stock,111.07,38541290000.0,1818893,Finance
VMC,Vulcan Materials Company (Holding Company) Common Stock,295.03,38281583722.0,1217028,Industrials
WEC,WEC Energy Group Inc. Common Stock,116.22,37855838297.0,1582350,Utilities
A,Agilent Technologies Inc. Common Stock,133.39,37673597010.0,2575433,Industrials
ARES,Ares Management Corporation Class A Common Stock,113.63,37480585742.0,2433067,Finance
WAT,Waters Corporation Common Stock,378.13,37127017351.0,928069,Industrials
KVUE,Kenvue Inc. Common Stock,19.33,37113767552.0,18773675,Consumer Discretionary
ON,ON Semiconductor Corporation Common Stock,94.63,37085798964.0,16677204,Technology
KMB,Kimberly-Clark Corporation Common Stock,111.44,36991433384.0,4782367,Consumer Discretionary
ADM,Archer-Daniels-Midland Company Common Stock,76.61,36922689533.0,2792544,Consumer Staples
PAYX,Paychex Inc. Common Stock,102.71,36800056388.0,4418078,Industrials
HBAN,Huntington Bancshares Incorporated Common Stock,18.11,36711334931.0,21524164,Finance
HIG,The Hartford Insurance Group Inc. Common Stock,133.89,36703375490.0,1949259,Finance
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,121.9,36268258614.0,2204864,Real Estate
HSY,The Hershey Company Common Stock,178.67,36242025275.0,2573404,Consumer Staples
ROP,Roper Technologies Inc. Common Stock,354.68,35793368890.0,933023,Technology
EME,EMCOR Group Inc. Common Stock,804.33,35744648804.0,343077,Industrials
MTB,M&T Bank Corporation Common Stock,241.95,35432382267.0,1075757,Finance
MLM,Martin Marietta Materials Inc. Common Stock,579.24,34902805922.0,783722,Industrials
KR,Kroger Company (The) Common Stock,56.24,34455283140.0,8623203,Consumer Staples
ACGL,Arch Capital Group Ltd. Common Stock,98.55,34432343897.0,1712619,Finance
IQV,IQVIA Holdings Inc. Common Stock,203.2,33914080000.0,2484171,Health Care
CNC,Centene Corporation Common Stock,68.35,33751024950.0,5834394,Health Care
CCI,Crown Castle Inc. Common Stock,76.53,33401670259.0,4547862,Real Estate
EQT,EQT Corporation Common Stock,52.48,32825085440.0,7368598,Energy
NTRS,Northern Trust Corporation Common Stock,175.6,32494298505.0,728772,Finance
WDAY,Workday Inc. Class A Common Stock,130.27,32176690000.0,3563978,Technology
Q,Qnity Electronics Inc. Common Stock,153.37,32106354178.0,1576772,Technology
STLD,Steel Dynamics Inc.,221.76,31980626315.0,1393657,Industrials
EXPE,Expedia Group Inc. Common Stock,264.54,31750640250.0,1149788,Consumer Discretionary
IR,Ingersoll Rand Inc. Common Stock,80.86,31643496397.0,2899964,Industrials
DTE,DTE Energy Company Common Stock,150.57,31322823088.0,1626091,Utilities
EXR,Extra Space Storage Inc Common Stock,147.29,31116623263.0,971189,Real Estate
AEE,Ameren Corporation Common Stock,112.19,31048763799.0,3000344,Utilities
BIIB,Biogen Inc. Common Stock,209.74,30965408920.0,1138639,Health Care
RJF,Raymond James Financial Inc. Common Stock,158.19,30828547148.0,1631349,Finance
LVS,Las Vegas Sands Corp. Common Stock,46.25,30646976281.0,4243079,Consumer Discretionary
NTAP,NetApp Inc. Common Stock,156.38,30637958184.0,4005648,Technology
TDY,Teledyne Technologies Incorporated Common Stock,661.2,30632826046.0,398861,Industrials
ZTS,Zoetis Inc. Class A Common Stock,72.45,30373077149.0,6268152,Health Care
CFG,Citizens Financial Group Inc. Common Stock,71.82,30371381074.0,5744435,Finance
VEEV,Veeva Systems Inc. Class A Common Stock,184.22,30064464146.0,3150778,Technology
EL,Estee Lauder Companies Inc. (The) Common Stock,82.47,29837226640.0,3663654,Consumer Discretionary
NRG,NRG Energy Inc. Common Stock,140.8,29706894976.0,3426941,Utilities
KHC,The Kraft Heinz Company Common Stock,25.01,29656298726.0,18348778,Consumer Staples
GEHC,GE HealthCare Technologies Inc. Common Stock ,64.86,29504281240.0,3718087,Health Care
DOV,Dover Corporation Common Stock,217.17,29244419278.0,1389318,Industrials
ECHO,EchoStar  Corporation Common Stock,100.88,29236384669.0,5116103,Consumer Discretionary
RMD,ResMed Inc. Common Stock,201.1,29170838822.0,1112255,Health Care
TPR,Tapestry Inc. Common Stock,143.99,29092418369.0,2410237,Consumer Discretionary
CASY,Casey's General Stores Inc. Common Stock,784.28,29022213952.0,508219,Consumer Discretionary
CINF,Cincinnati Financial Corporation Common Stock,187.21,28958904970.0,712202,Finance
ATO,Atmos Energy Corporation Common Stock,173.03,28882136801.0,1143109,Utilities
MRNA,Moderna Inc. Common Stock,72.5,28767003778.0,9275298,Health Care
TPL,Texas Pacific Land Corporation Common Stock,415.02,28625767524.0,479542,Energy
CNP,CenterPoint Energy Inc (Holding Co) Common Stock,43.73,28606831360.0,6609797,Utilities
EIX,Edison International Common Stock,73.5,28282354664.0,1970901,Utilities
VICI,VICI Properties Inc. Common Stock,26.27,28083423012.0,8250262,Real Estate
FICO,Fair Isaac Corporation Common Stock,1206.65,27983306725.0,254673,Consumer Discretionary
XYL,Xylem Inc. Common Stock New,117.27,27874315924.0,1835633,Industrials
CBOE,Cboe Global Markets Inc. Common Stock,247.72,27699740750.0,1247477,Finance
HAL,Halliburton Company Common Stock,33.01,27576479232.0,9791763,Energy
JBHT,J.B. Hunt Transport Services Inc. Common Stock,290.07,27353369814.0,1198292,Industrials
