ticker,yahoo_symbol,symbol_type,active_flag,name,industry,market_cap,last_price,volume,source_symbol
NVDA,NVDA,stock,True,NVIDIA Corporation Common Stock,Technology,5291572000000.0,218.66,169024638,NVDA
AAPL,AAPL,stock,True,Apple Inc. Common Stock,Technology,4571145807880.0,311.23,44869329,AAPL
GOOGL,GOOGL,stock,True,Alphabet Inc. Class A Common Stock,Technology,4509454040000.0,372.19,44055727,GOOGL
GOOG,GOOG,stock,True,Alphabet Inc. Class C Capital Stock,Technology,4474075320000.0,369.27,37746211,GOOG
MSFT,MSFT,stock,True,Microsoft Corporation Common Stock,Technology,3179741475047.0,428.05,26899672,MSFT
AMZN,AMZN,stock,True,Amazon.com Inc. Common Stock,Consumer Discretionary,2730046803762.0,253.79,35609875,AMZN
AVGO,AVGO,stock,True,Broadcom Inc. Common Stock,Technology,1983399848959.0,418.91,80980179,AVGO
META,META,stock,True,Meta Platforms Inc. Class A Common Stock,Technology,1593038312891.0,627.57,21469795,META
TSLA,TSLA,stock,True,Tesla Inc. Common Stock,Industrials,1571582653820.0,418.45,35324569,TSLA
MU,MU,stock,True,Micron Technology Inc. Common Stock,Technology,1123223114796.0,996.0,54918645,MU
LLY,LLY,stock,True,Eli Lilly and Company Common Stock,Health Care,1059713351930.0,1125.27,4046955,LLY
WMT,WMT,stock,True,Walmart Inc. Common Stock,Consumer Discretionary,936984239710.0,117.74,22870478,WMT
AMD,AMD,stock,True,Advanced Micro Devices Inc. Common Stock,Technology,853130254325.0,523.2,29110676,AMD
JPM,JPM,stock,True,JP Morgan Chase & Co. Common Stock,Finance,833033304742.0,310.89,10345186,JPM
ORCL,ORCL,stock,True,Oracle Corporation Common Stock,Technology,679724711640.0,236.34,19993803,ORCL
XOM,XOM,stock,True,Exxon Mobil Corporation Common Stock,Energy,630197766510.0,152.04,11799398,XOM
V,V,stock,True,Visa Inc.,Consumer Discretionary,606570750472.0,320.18,6981709,V
INTC,INTC,stock,True,Intel Corporation Common Stock,Technology,561806280000.0,111.78,77325860,INTC
JNJ,JNJ,stock,True,Johnson & Johnson Common Stock,Health Care,549254696273.0,228.17,7274827,JNJ
CSCO,CSCO,stock,True,Cisco Systems Inc. Common Stock (DE),Telecommunications,512386506450.0,130.0,23339475,CSCO
CAT,CAT,stock,True,Caterpillar Inc. Common Stock,Industrials,433219910212.0,940.48,3077031,CAT
COST,COST,stock,True,Costco Wholesale Corporation Common Stock,Consumer Discretionary,431216615069.0,972.35,2345413,COST
MA,MA,stock,True,Mastercard Incorporated Common Stock,Consumer Discretionary,425675357985.0,481.76,4020637,MA
LRCX,LRCX,stock,True,Lam Research Corporation Common Stock,Technology,420704590110.0,336.41,8277049,LRCX
AMAT,AMAT,stock,True,Applied Materials Inc. Common Stock,Technology,398329446031.0,501.7,6728987,AMAT
ABBV,ABBV,stock,True,AbbVie Inc. Common Stock,Health Care,397422377156.0,224.94,6782019,ABBV
BAC,BAC,stock,True,Bank of America Corporation Common Stock,Finance,384422315565.0,54.17,51883565,BAC
CVX,CVX,stock,True,Chevron Corporation Common Stock,Energy,375117432822.0,188.35,5163235,CVX
MS,MS,stock,True,Morgan Stanley Common Stock,Finance,344273957007.0,218.27,5565333,MS
GE,GE,stock,True,GE Aerospace Common Stock,Technology,341849445048.0,327.65,4243367,GE
PLTR,PLTR,stock,True,Palantir Technologies Inc. Class A Common Stock,Technology,339699107141.0,141.7,40834464,PLTR
KO,KO,stock,True,Coca-Cola Company (The) Common Stock,Consumer Staples,330645024011.0,76.82,19361697,KO
PG,PG,stock,True,Procter & Gamble Company (The) Common Stock,Consumer Discretionary,327820164123.0,140.78,8193970,PG
GS,GS,stock,True,Goldman Sachs Group Inc. (The) Common Stock,Finance,322328058259.0,1092.61,2608766,GS
HD,HD,stock,True,Home Depot Inc. (The) Common Stock,Consumer Discretionary,309056315586.0,309.95,4558637,HD
MRK,MRK,stock,True,Merck & Company Inc. Common Stock (new),Health Care,297021084148.0,120.26,15933949,MRK
IBM,IBM,stock,True,International Business Machines Corporation Common Stock,Technology,283629180946.0,301.77,9608125,IBM
KLAC,KLAC,stock,True,KLA Corporation Common Stock,Technology,278380310003.0,2131.1,825297,KLAC
TXN,TXN,stock,True,Texas Instruments Incorporated Common Stock,Technology,277915035588.0,305.37,7924377,TXN
MRVL,MRVL,stock,True,Marvell Technology Inc. Common Stock,Technology,276812964000.0,316.43,86903722,MRVL
DELL,DELL,stock,True,Dell Technologies Inc. Class C Common Stock,Technology,274150295528.0,422.05,12297460,DELL
PM,PM,stock,True,Philip Morris International Inc Common Stock,Health Care,272732212462.0,174.99,3411913,PM
SNDK,SNDK,stock,True,Sandisk Corporation Common Stock,Technology,260590585357.0,1759.68,10518633,SNDK
GEV,GEV,stock,True,GE Vernova Inc. Common Stock,Uncategorized,258866032783.0,963.33,2180361,GEV
QCOM,QCOM,stock,True,QUALCOMM Incorporated Common Stock,Technology,255668780000.0,242.57,14185649,QCOM
WFC,WFC,stock,True,Wells Fargo & Company Common Stock,Finance,249772666500.0,81.62,19452079,WFC
RTX,RTX,stock,True,RTX Corporation Common Stock,Industrials,241608473817.0,179.41,4697236,RTX
LIN,LIN,stock,True,Linde plc Ordinary Shares,Basic Materials,234746136066.0,507.45,2996020,LIN
CCZ,CCZ,stock,True,Comcast Holdings ZONES,Telecommunications,232834468771.0,65.15,406,CCZ
C,C,stock,True,Citigroup Inc. Common Stock,Finance,230508725468.0,135.15,11482578,C
PANW,PANW,stock,True,Palo Alto Networks Inc. Common Stock,Technology,227588750000.0,279.25,9832327,PANW
AXP,AXP,stock,True,American Express Company Common Stock,Finance,213247483231.0,312.53,2992239,AXP
ANET,ANET,stock,True,Arista Networks Inc. Common Stock,Telecommunications,209040222464.0,166.01,10213963,ANET
ADI,ADI,stock,True,Analog Devices Inc. Common Stock,Technology,208843439270.0,428.76,3376723,ADI
WDC,WDC,stock,True,Western Digital Corporation Common Stock,Technology,198364566391.0,575.5,6488201,WDC
PEP,PEP,stock,True,PepsiCo Inc. Common Stock,Consumer Staples,194286115977.0,142.15,8089830,PEP
MCD,MCD,stock,True,McDonald's Corporation Common Stock,Consumer Discretionary,193769157866.0,272.72,3541646,MCD
TMUS,TMUS,stock,True,T-Mobile US Inc. Common Stock,Telecommunications,191571879003.0,177.02,5960616,TMUS
APP,APP,stock,True,Applovin Corporation Class A Common Stock,Technology,187746787800.0,558.87,4960397,APP
VZ,VZ,stock,True,Verizon Communications Inc. Common Stock,Telecommunications,187357328292.0,44.87,33072556,VZ
AMGN,AMGN,stock,True,Amgen Inc. Common Stock,Health Care,186523179494.0,345.6,2907078,AMGN
CRWD,CRWD,stock,True,CrowdStrike Holdings Inc. Class A Common Stock,Technology,183034666886.0,719.09,7449807,CRWD
APH,APH,stock,True,Amphenol Corporation Common Stock,Technology,180561509493.0,146.77,5619370,APH
TMO,TMO,stock,True,Thermo Fisher Scientific Inc Common Stock,Industrials,179132694774.0,482.03,2241876,TMO
NEE,NEE,stock,True,NextEra Energy Inc. Common Stock,Technology,178672055950.0,85.68,9488877,NEE
TJX,TJX,stock,True,TJX Companies Inc. (The) Common Stock,Consumer Discretionary,175239266269.0,158.63,5847474,TJX
DIS,DIS,stock,True,Walt Disney Company (The) Common Stock,Consumer Discretionary,172505044860.0,99.34,9568049,DIS
BA,BA,stock,True,Boeing Company (The) Common Stock,Industrials,171392692806.0,217.42,8054977,BA
GLW,GLW,stock,True,Corning Incorporated Common Stock,Industrials,170148098003.0,197.7,11424255,GLW
GILD,GILD,stock,True,Gilead Sciences Inc. Common Stock,Health Care,160385996323.0,129.18,13729212,GILD
SCCO,SCCO,stock,True,Southern Copper Corporation Common Stock,Basic Materials,160330963808.0,194.09,1176557,SCCO
DE,DE,stock,True,Deere & Company Common Stock,Industrials,159735471244.0,591.75,1769202,DE
BLK,BLK,stock,True,BlackRock Inc. Common Stock,Finance,158736067792.0,1022.56,1024204,BLK
T,T,stock,True,AT&T Inc.,Telecommunications,158213675273.0,22.77,82536398,T
ABT,ABT,stock,True,Abbott Laboratories Common Stock,Health Care,158121732305.0,90.78,14153172,ABT
UNP,UNP,stock,True,Union Pacific Corporation Common Stock,Industrials,156680916911.0,263.9,2325404,UNP
CRM,CRM,stock,True,Salesforce Inc. Common Stock,Technology,154586250000.0,188.75,14453566,CRM
SCHW,SCHW,stock,True,Charles Schwab Corporation (The) Common Stock,Finance,153043924616.0,88.0,11790238,SCHW
ISRG,ISRG,stock,True,Intuitive Surgical Inc. Common Stock,Health Care,148330481486.0,418.82,2353918,ISRG
IBKR,IBKR,stock,True,Interactive Brokers Group Inc. Class A Common Stock,Finance,147684556779.0,87.06,7080058,IBKR
UBER,UBER,stock,True,Uber Technologies Inc. Common Stock,Consumer Discretionary,146990604729.0,72.21,17576630,UBER
PFE,PFE,stock,True,Pfizer Inc. Common Stock,Health Care,146418720702.0,25.69,31272057,PFE
COP,COP,stock,True,ConocoPhillips Common Stock,Energy,145257194455.0,119.23,4813508,COP
WELL,WELL,stock,True,Welltower Inc. Common Stock,Real Estate,141782917283.0,200.85,2844510,WELL
HON,HON,stock,True,Honeywell International Inc. Common Stock,Industrials,137908264819.0,217.64,6762348,HON
PLD,PLD,stock,True,Prologis Inc. Common Stock,Real Estate,134060881020.0,143.79,3653271,PLD
DHR,DHR,stock,True,Danaher Corporation Common Stock,Industrials,132098309823.0,186.64,7771426,DHR
