ticker,yahoo_symbol,symbol_type,active_flag,name,industry,market_cap,last_price,volume,source_symbol
NVDA,NVDA,stock,TRUE,NVIDIA Corporation Common Stock,Technology,5291572000000,218.66,169024638,NVDA
AAPL,AAPL,stock,TRUE,Apple Inc. Common Stock,Technology,4571145807880,311.23,44869329,AAPL
GOOGL,GOOGL,stock,TRUE,Alphabet Inc. Class A Common Stock,Technology,4509454040000,372.19,44055727,GOOGL
GOOG,GOOG,stock,TRUE,Alphabet Inc. Class C Capital Stock,Technology,4474075320000,369.27,37746211,GOOG
MSFT,MSFT,stock,TRUE,Microsoft Corporation Common Stock,Technology,3179741475047,428.05,26899672,MSFT
AMZN,AMZN,stock,TRUE,Amazon.com Inc. Common Stock,Consumer Discretionary,2730046803762,253.79,35609875,AMZN
AVGO,AVGO,stock,TRUE,Broadcom Inc. Common Stock,Technology,1983399848959,418.91,80980179,AVGO
META,META,stock,TRUE,Meta Platforms Inc. Class A Common Stock,Technology,1593038312891,627.57,21469795,META
TSLA,TSLA,stock,TRUE,Tesla Inc. Common Stock,Industrials,1571582653820,418.45,35324569,TSLA
MU,MU,stock,TRUE,Micron Technology Inc. Common Stock,Technology,1123223114796,996,54918645,MU
LLY,LLY,stock,TRUE,Eli Lilly and Company Common Stock,Health Care,1059713351930,1125.27,4046955,LLY
WMT,WMT,stock,TRUE,Walmart Inc. Common Stock,Consumer Discretionary,936984239710,117.74,22870478,WMT
AMD,AMD,stock,TRUE,Advanced Micro Devices Inc. Common Stock,Technology,853130254325,523.2,29110676,AMD
JPM,JPM,stock,TRUE,JP Morgan Chase & Co. Common Stock,Finance,833033304742,310.89,10345186,JPM
ORCL,ORCL,stock,TRUE,Oracle Corporation Common Stock,Technology,679724711640,236.34,19993803,ORCL
XOM,XOM,stock,TRUE,Exxon Mobil Corporation Common Stock,Energy,630197766510,152.04,11799398,XOM
V,V,stock,TRUE,Visa Inc.,Consumer Discretionary,606570750472,320.18,6981709,V
INTC,INTC,stock,TRUE,Intel Corporation Common Stock,Technology,561806280000,111.78,77325860,INTC
JNJ,JNJ,stock,TRUE,Johnson & Johnson Common Stock,Health Care,549254696273,228.17,7274827,JNJ
CSCO,CSCO,stock,TRUE,Cisco Systems Inc. Common Stock (DE),Telecommunications,512386506450,130,23339475,CSCO
CAT,CAT,stock,TRUE,Caterpillar Inc. Common Stock,Industrials,433219910212,940.48,3077031,CAT
COST,COST,stock,TRUE,Costco Wholesale Corporation Common Stock,Consumer Discretionary,431216615069,972.35,2345413,COST
MA,MA,stock,TRUE,Mastercard Incorporated Common Stock,Consumer Discretionary,425675357985,481.76,4020637,MA
LRCX,LRCX,stock,TRUE,Lam Research Corporation Common Stock,Technology,420704590110,336.41,8277049,LRCX
AMAT,AMAT,stock,TRUE,Applied Materials Inc. Common Stock,Technology,398329446031,501.7,6728987,AMAT
ABBV,ABBV,stock,TRUE,AbbVie Inc. Common Stock,Health Care,397422377156,224.94,6782019,ABBV
BAC,BAC,stock,TRUE,Bank of America Corporation Common Stock,Finance,384422315565,54.17,51883565,BAC
CVX,CVX,stock,TRUE,Chevron Corporation Common Stock,Energy,375117432822,188.35,5163235,CVX
MS,MS,stock,TRUE,Morgan Stanley Common Stock,Finance,344273957007,218.27,5565333,MS
GE,GE,stock,TRUE,GE Aerospace Common Stock,Technology,341849445048,327.65,4243367,GE
PLTR,PLTR,stock,TRUE,Palantir Technologies Inc. Class A Common Stock,Technology,339699107141,141.7,40834464,PLTR
KO,KO,stock,TRUE,Coca-Cola Company (The) Common Stock,Consumer Staples,330645024011,76.82,19361697,KO
PG,PG,stock,TRUE,Procter & Gamble Company (The) Common Stock,Consumer Discretionary,327820164123,140.78,8193970,PG
